order_week,category_id,order_count,unique_orders,total_quantity,total_gross_sales,total_net_sales,total_profit,avg_profit_ratio
2015-01-12,44,4,4,12,359.87999531,336.49000737,104.75000309500001,0.29
2015-01-12,43,97,89,97,29098.061067000002,26069.6205903,1232.4799466349998,0.049
2015-01-12,41,6,6,29,607.70998363,599.3499908,20.54999924,0.057
2015-01-12,35,4,4,11,274.88999743,239.89999963,60.709999561,0.28
2015-01-12,33,3,3,5,325.0,319.14999766,-191.39000325199999,-0.47
2015-01-12,32,2,2,4,79.95999908,78.76000214,28.309999468999997,0.36
2015-01-12,29,83,79,257,10227.48012782,9181.25006022,1276.5000182919998,0.11
2015-01-12,26,8,8,25,1119.9199981000002,997.43000026,280.78999542500003,0.264
2015-01-12,18,140,119,140,18198.600769999997,16349.999877279999,3120.080002564,0.19
2015-01-19,35,5,5,19,444.80999368,402.57999802,65.859998708,0.192
2015-01-19,36,8,8,21,372.78999137,345.12000274,13.830000875000003,-0.033
2015-01-19,37,18,18,56,2387.44004058,2188.37998577,375.460001013,0.163
2015-01-19,40,11,11,31,774.68998507,682.9699916100001,99.220000395,0.159
2015-01-19,24,130,116,380,19000.0,17015.75,327.41000101200007,0.071
2015-01-19,33,4,4,13,845.0,821.2799911100001,314.93000223,0.395
2015-01-19,5,2,2,9,224.90999598000002,199.43000032,23.890000344,0.12
2015-01-19,6,3,3,7,314.93000792,278.94000242,49.710000756999996,0.203
2015-01-19,7,4,4,13,310.0,281.12999916,59.359999895,0.185
2015-01-19,9,98,90,274,26137.43997146,23586.11987256,1990.409973778,0.08
2015-01-19,11,6,6,21,734.7900237,652.04000094,2.8400001499999945,0.042
2015-01-19,12,2,2,4,219.88000492,181.94999316000002,75.13999939,0.35
2015-01-19,13,13,13,35,1139.6500034300002,1048.85001188,62.060004951,0.075
2015-01-19,17,175,143,547,32814.5309253,29461.01031151,3944.089973678,0.127
2015-01-19,18,128,105,128,16638.720704,14949.369887820001,1164.909983096,0.07
2015-01-19,41,12,12,37,651.6299971999999,560.21999357,70.99000025500001,0.003
2015-01-19,26,8,8,22,1049.99000168,951.6900024,221.17000004,0.215
2015-01-19,29,86,78,264,10457.46016176,9420.350047420001,555.9500168920001,0.061
2015-01-19,32,2,2,4,79.96000099,74.55999947,29.250000001,0.42
2015-01-19,3,10,10,40,2224.6000670000003,2064.3600539199997,319.899991747,0.054
2015-01-19,48,102,91,102,20398.980561,18406.980561,1426.369988413,0.072
2015-01-19,46,150,130,464,23190.71974894,20741.16981526,2467.310013015,0.098
2015-01-19,45,140,115,140,55997.201539999995,50269.2713944,5692.580046381,0.118
2015-01-19,44,6,6,18,539.81999972,492.13000489,89.11000056700001,0.177
2015-01-19,43,82,74,82,24598.360902,22157.9005587,3844.600033662,0.177
2015-01-26,43,90,83,90,26998.200989999998,24260.75058,2791.419993771,0.114
2015-01-26,7,3,3,10,241.0,216.77999878,79.37999772500001,0.3
2015-01-26,9,88,80,251,24817.52994494,22085.63981584,2798.13002165,0.128
2015-01-26,11,3,3,9,314.90999978,287.800003,36.950000290999995,0.213
2015-01-26,33,5,5,19,1235.0,1216.1499939,296.130001,-0.066
2015-01-26,12,2,2,9,494.730011,469.99000549999994,220.15999606,0.47
2015-01-26,13,8,8,24,851.7600135,712.1100082400001,-73.52999401999999,-0.129
2015-01-26,17,182,156,522,31314.78085374,28237.12040746,3151.27000857,0.122
2015-01-26,18,148,124,148,19238.520814,17306.06986938,714.549999418,0.036
2015-01-26,24,164,137,483,24150.0,21734.75,4787.070006678,0.202
2015-01-26,6,4,4,10,449.90000146,398.39000701,106.42000103000001,0.335
2015-01-26,35,9,9,29,529.710002842,446.060003252,153.540000445,0.328
2015-01-26,36,14,14,38,709.61999509,636.04999542,73.91999912600001,0.21
2015-01-26,37,21,20,66,2855.34003046,2605.6300049,245.289997513,0.153
2015-01-26,40,13,13,37,924.62999332,852.14999761,120.24999833700001,0.107
2015-01-26,41,7,7,20,373.79999155,324.21999834999997,22.64000226,0.251
2015-01-26,44,3,3,8,239.91999818,218.91999819,0.6799993500000028,-0.047
2015-01-26,32,1,1,2,39.97999954,32.77999878,2.069999933,0.06
2015-01-26,29,80,77,230,9117.78015022,8122.5300689000005,609.1099692619999,0.05
2015-01-26,45,114,99,114,45597.721254000004,40953.7911084,5867.310149334,0.141
2015-01-26,46,130,111,388,19392.23985226,17477.95987672,1437.52003873,0.138
2015-01-26,48,129,113,129,25798.7107095,23133.7107095,3730.38998795,0.159
2015-01-26,5,2,2,3,74.96999931,69.46999931,-5.329999924,-0.03
2015-01-26,3,5,5,15,899.8500214000001,739.6799927,283.99000168,0.386
2015-01-26,26,10,10,28,1880.0,1688.5999908000001,477.85999775700003,0.249
2015-02-02,40,9,9,16,399.83999823,354.33999823,7.889999623000001,0.098
2015-02-02,48,119,106,119,23798.8106545,21409.8106545,4204.350007893,0.196
2015-02-02,46,138,124,428,21391.439777,19099.85982134,2797.740029443,0.166
2015-02-02,44,5,5,14,419.85999676,358.08000563,17.259998326,0.098
2015-02-02,43,99,85,99,29698.021088999998,26618.580597,3438.4199893659998,0.123
2015-02-02,41,6,6,16,327.83999818999996,280.10000897,80.369999164,0.22
2015-02-02,45,96,83,96,38398.081055999995,34416.130952,5349.140060987,0.155
2015-02-02,18,189,149,189,24568.1110395,22078.60983956,2793.809987668,0.128
2015-02-02,3,4,4,9,364.91001132,329.46000295,117.52000046,0.373
2015-02-02,5,3,3,8,199.92000007000001,187.67000007000001,21.039999728,0.21
2015-02-02,6,3,3,12,539.8800048,468.8000106,161.01000213999998,0.36
2015-02-02,7,7,7,20,455.0,394.04999542,136.019999507,0.33
2015-02-02,9,75,69,229,22267.79994936,19852.00981876,1747.739956436,0.121
2015-02-02,11,2,2,4,139.96000672,121.06000137000001,32.14999962,0.265
2015-02-02,36,13,13,25,431.74999235,385.58999919999997,68.609999002,0.122
2015-02-02,37,23,22,68,3103.32006639,2757.33001323,626.970002173,0.183
2015-02-02,17,162,130,468,28075.320793439998,25223.30034673,3960.5300018890002,0.159
2015-02-02,13,6,6,22,719.7800005900001,642.63999374,155.09000112,0.26
2015-02-02,12,2,2,4,219.8800048,209.9800033,51.400001051,0.245
2015-02-02,24,130,111,396,19800.0,17901.75,2306.919984668,0.118
2015-02-02,26,10,10,24,1014.9200019399999,888.68000798,-19.180002439000006,0.115
2015-02-02,32,4,4,9,179.91000175,166.50999833,27.330000874,0.213
2015-02-02,29,78,72,244,9667.65014522,8736.63003475,1208.209984546,0.131
2015-02-02,33,2,2,5,325.0,288.6000061,-53.85000038,-0.2
2015-02-02,35,8,8,28,489.719993521,424.360003463,61.56000067299999,-0.076
2015-02-09,29,73,70,210,8397.90016452,7498.89008304,909.430016326,0.143
2015-02-09,18,145,126,145,18848.5507975,16929.74987728,816.219996107,0.049
2015-02-09,32,4,4,15,299.84999846,273.06000138,85.939998444,0.3
2015-02-09,33,4,4,11,715.0,663.6500016,243.37000275,0.395
2015-02-09,35,6,6,20,454.8000068,408.1199951,115.02000045700001,0.295
2015-02-09,36,10,10,36,634.63999175,598.63999367,103.969998838,0.2
2015-02-09,37,11,11,39,1727.61003671,1584.04000277,57.87998858400002,0.099
2015-02-09,40,11,11,35,874.6499899199999,818.90998824,218.330005175,0.226
2015-02-09,41,7,7,16,273.83999823,252.68000030000002,68.21000123900001,0.22
2015-02-09,44,3,3,11,329.88999554,281.31000899000003,38.09999848,-0.037
2015-02-09,45,121,108,121,48397.581331,43551.6511854,1174.9100824839998,0.033
2015-02-09,48,98,82,98,19599.020539,17576.020539,2512.100030001,0.148
2015-02-09,46,130,118,385,19242.2998307,17433.47988492,502.8899953529999,0.05
2015-02-09,24,136,119,410,20500.0,18336.75,1782.19000078,0.13
2015-02-09,12,2,2,5,274.85000612,251.20999523,107.84000111,0.37
2015-02-09,43,95,86,95,28498.101045,25607.650634999998,5167.38995093,0.202
2015-02-09,3,7,7,21,1134.7900314600001,1038.1000099,309.10000607999996,0.31
2015-02-09,5,2,2,5,124.95000076,118.95000076,39.640001775,0.285
2015-02-09,6,2,2,6,269.93999858,240.70000838,75.6200006,0.225
2015-02-09,7,8,8,26,572.0,473.88000489,-125.94999934900001,-0.187
2015-02-09,9,78,70,241,23467.6800457,21062.849876300003,3575.760023063,0.178
2015-02-09,11,1,1,1,34.99000168,33.24000168,16.29000092,0.49
2015-02-09,13,10,10,25,828.75000185,736.29000289,85.140004046,0.154
2015-02-09,17,169,136,509,30534.91081972,27373.020340150004,1352.1899635189998,0.061
2015-02-09,26,18,18,55,2184.8400229999997,1993.45000459,512.329998448,0.222
2015-02-16,33,2,2,9,585.0,438.75,-334.90999607,-0.64
2015-02-16,45,109,98,109,43597.821199,39153.8810742,5683.26001051,0.14
2015-02-16,35,4,4,14,304.86000442,254.12000274000002,65.79000097699999,0.227
2015-02-16,36,8,8,23,378.76999663000004,355.01999569,75.690001729,0.115
2015-02-16,40,17,17,50,1249.49998647,1091.1799945,270.88999628700003,0.239
2015-02-16,41,5,5,19,327.80999755,306.37999725,68.43000274799999,0.196
2015-02-16,43,101,88,101,30297.981111,27259.0406496,3158.6500661,0.118
2015-02-16,44,3,3,7,209.92999841,173.34000206,-45.27999878000001,-0.147
2015-02-16,6,2,2,4,179.96000288000002,171.40999983,42.060000423999995,0.2
2015-02-16,9,95,82,291,28467.17992414,25487.72983349,2937.869950256,0.124
2015-02-16,11,3,3,7,244.93001174,223.22999956,-70.140000541,-0.483
2015-02-16,13,10,10,31,1108.6899946600001,945.75999643,-38.709999559999986,-0.008
2015-02-16,17,164,137,510,30594.90087134,27469.02037088,3786.619953541,0.136
2015-02-16,18,143,121,143,18588.5707865,16711.36987248,1586.5799710009999,0.096
2015-02-16,24,160,131,504,25200.0,22718.75,2776.209993798,0.097
2015-02-16,26,13,13,36,1624.85000984,1515.26000784,275.55000258200005,0.024
2015-02-16,29,81,76,241,9637.5900903,8747.33002384,1597.4399951359999,0.147
2015-02-16,32,2,2,3,59.969999310000006,52.170000079999994,7.1699998670000005,0.1
2015-02-16,7,4,4,14,320.0,282.47999954,1.8700027499999976,-0.165
2015-02-16,37,20,20,60,2647.40003749,2311.1400184100003,109.93000795099998,0.083
2015-02-16,48,103,96,103,20598.9705665,18600.9705665,717.500025998,0.039
2015-02-16,3,2,2,4,214.96000288000002,185.10999683,5.9799995400000014,-0.62
2015-02-16,5,3,3,7,174.93000221,147.69999885,38.890000825,0.31
2015-02-16,46,134,108,416,20791.67974836,18664.49983258,3359.620000015,0.166
2015-02-23,18,170,137,170,22098.300935,19849.299849739997,2277.540020222,0.117
2015-02-23,17,175,148,544,32634.56092812,29406.370403630004,670.7000190939998,0.023
2015-02-23,7,3,3,10,220.0,186.78000641,-31.09000111,-0.267
2015-02-23,6,2,2,9,404.9100036,361.2700042,138.54999542000002,0.395
2015-02-23,3,4,4,8,304.92000959999996,285.51999666999995,115.10000038999999,0.413
2015-02-23,13,9,9,30,1036.70000257,922.09002874,140.559999478,0.17
2015-02-23,11,3,3,7,244.93000025999999,226.39000701,55.239998349,0.223
2015-02-23,9,81,75,233,22947.719848560002,20790.84988356,1773.6300010109999,0.051
2015-02-23,48,108,100,108,21598.920594,19408.920594,2877.640035106,0.151
2015-02-23,46,130,109,408,20391.83978994,18342.389846860002,2810.660019258,0.147
2015-02-23,45,120,104,120,47997.60132,43271.6611952,4125.8500073449995,0.092
2015-02-23,44,3,3,8,239.92000198,222.66999816999999,80.56999969,0.37
2015-02-23,43,95,81,95,28498.101045,25562.650604399998,4950.649972555,0.194
2015-02-23,41,9,9,24,425.75999254,373.68000413,97.460001469,0.186
2015-02-23,40,15,14,48,1199.5199946100001,1034.07000543,194.010001182,0.226
2015-02-23,37,17,17,47,1819.5300158700002,1605.07997518,332.669996307,0.205
2015-02-23,33,5,5,13,845.0,701.35000227,-81.77999497200001,0.034
2015-02-23,36,15,13,45,829.54998586,762.75999355,219.979999066,0.297
2015-02-23,35,6,6,19,414.8099975,363.2800064,-11.339998720000004,-0.377
2015-02-23,32,1,1,5,99.94999695,98.94999695,21.77000046,0.22
2015-02-23,29,87,78,267,10607.4001068,9466.51006404,1593.6700123419998,0.173
2015-02-23,26,8,7,27,874.88000864,771.80000498,213.940006249,0.293
2015-02-23,24,148,121,468,23400.0,20990.25,1754.330024544,0.07
2015-03-02,37,19,19,52,2067.48002051,1807.3599987100001,286.209997189,0.151
2015-03-02,46,142,128,417,20841.659789780002,18720.95980074,2545.560029906,0.146
2015-03-02,48,116,99,116,23198.840637999998,20736.840637999998,1391.0600199740002,0.074
2015-03-02,7,2,2,8,176.0,151.36000061,41.899999621,0.28
2015-03-02,40,16,16,42,1049.5799979399999,954.22999953,266.18000090600003,0.198
2015-03-02,41,13,13,36,653.63999932,561.89000321,106.990001027,0.198
2015-03-02,36,21,21,68,1179.31997106,1095.99998854,261.739998931,0.241
2015-03-02,35,13,12,43,1179.56998997,1019.98000327,137.880004409,0.14
2015-03-02,33,2,2,9,585.0,479.6999969,77.389997484,0.18
2015-03-02,29,93,83,276,10957.32021974,9983.48003328,1434.590009174,0.142
2015-03-02,26,10,10,35,1114.93000026,1002.94000629,219.36000156,0.23
2015-03-02,24,153,127,433,21650.0,19393.5,1025.460034358,0.055
2015-03-02,18,131,114,131,17028.6907205,15348.439887420001,1961.189984263,0.129
2015-03-02,43,85,81,85,25498.300935,22958.8505556,3281.600038957,0.144
2015-03-02,13,15,14,51,1716.49000542,1570.66002657,184.1499996,0.161
2015-03-02,12,5,5,12,659.64001462,606.04999926,142.819998736,0.22
2015-03-02,11,1,1,1,34.99000168,34.99000168,7.0,0.2
2015-03-02,9,81,75,229,22477.76993558,20110.45981588,949.1099250350002,0.076
2015-03-02,44,4,4,9,269.90999795,230.91999816999999,-21.629997254,-0.182
2015-03-02,6,3,3,12,539.8800048,503.4300079,-68.72000126,-0.13
2015-03-02,5,5,5,16,399.83999437,351.60999871,120.739999288,0.344
2015-03-02,3,2,2,6,209.9400024,183.70000456,11.200000167,0.07
2015-03-02,45,134,115,134,53597.321474,47991.4013076,3216.000124505,0.064
2015-03-02,17,190,154,580,34794.20097376,31257.950436,3696.359983204,0.119
2015-03-09,33,2,2,7,455.0,378.9499969,125.44000240999999,0.295
2015-03-09,24,133,115,411,20550.0,18488.5,1322.3199874030001,0.072
2015-03-09,18,150,122,150,19498.500825,17475.69987424,2244.500027189,0.128
2015-03-09,17,174,148,537,32214.63092872,28951.65038731,4268.399992951,0.145
2015-03-09,13,11,11,35,1209.6499956100001,1101.39999008,376.38999914600004,0.311
2015-03-09,43,95,88,95,28498.101044999996,25562.650604399998,2336.6200038469997,0.089
2015-03-09,11,1,1,1,34.99000168,26.23999977,9.840000153,0.38
2015-03-09,9,104,98,314,30906.929984979997,27939.839855140002,2719.440012631,0.113
2015-03-09,7,3,3,11,269.0,212.27000046,60.880000587,0.267
2015-03-09,5,1,1,2,49.97999954,47.97999954,14.86999989,0.31
2015-03-09,3,2,2,8,479.9200134,431.9300079,119.26000023,0.295
2015-03-09,45,107,94,107,42797.861177,38469.9210522,4332.720053408,0.112
2015-03-09,32,2,2,2,39.97999954,37.47999954,4.210000039,0.11
2015-03-09,35,5,5,18,269.81999968,258.4699993,14.980001922000001,0.096
2015-03-09,36,8,8,20,325.79999731,313.59000205,-12.870001323000002,0.071
2015-03-09,37,18,18,49,2335.51004977,1997.4600106,235.649992246,0.066
2015-03-09,40,12,11,43,1074.56999962,945.87999724,175.58000582699998,0.187
2015-03-09,41,8,8,23,427.76999658,373.16000463,-10.150002480999998,-0.11
2015-03-09,12,2,2,7,384.7900085,383.69000239999997,-124.57999802,-0.445
2015-03-09,29,75,67,232,9177.78018846,8203.770045950001,946.579998471,0.116
2015-03-09,44,2,2,8,239.91999812,222.81999965,80.63000107,0.345
2015-03-09,46,137,118,398,19892.03979442,17938.0298462,2788.170013297,0.18
2015-03-09,48,110,98,110,21998.900605,19770.900605,-932.7499490929999,-0.039
2015-03-09,26,11,11,33,1514.81000124,1321.080017,507.49999692899996,0.3
2015-03-16,46,140,116,442,22091.15975202,19756.32981164,2815.11999521,0.121
2015-03-16,13,10,9,28,928.7199973,868.0799884,248.789999491,0.273
2015-03-16,17,156,128,470,28195.300800620003,25385.520348029997,4209.580018704,0.172
2015-03-16,18,121,106,121,15728.7906655,14192.83989666,1556.239979877,0.108
2015-03-16,24,153,129,436,21800.0,19610.0,2788.399960519,0.115
2015-03-16,26,10,10,33,1229.9700011999998,1057.28000646,281.339998239,0.273
2015-03-16,36,13,13,41,702.5899886999999,631.8599920199999,154.109998928,0.234
2015-03-16,12,3,3,11,604.6700135,481.54000859999996,141.70999909,0.287
2015-03-16,11,3,3,5,174.9500084,161.65000343999998,44.03000021,0.27
2015-03-16,9,95,85,274,26767.35002104,24007.77987641,3366.199970189,0.156
2015-03-16,7,3,3,7,154.0,132.22000122999998,37.609999178,0.22
2015-03-16,5,1,1,4,99.95999908,83.97000122,25.19000053,0.3
2015-03-16,3,8,8,30,1699.7000617800002,1514.9400215800001,513.75000621,0.299
2015-03-16,29,76,73,225,8927.82017798,7984.50006827,1053.259982951,0.158
2015-03-16,32,2,2,3,59.969999310000006,57.76999855,11.179999828000001,0.26
2015-03-16,33,6,6,16,1040.0,895.0500031,301.77000090900003,0.308
2015-03-16,35,8,8,21,614.790002751,563.859994861,183.200001479,0.085
2015-03-16,6,6,6,15,674.8500251600001,619.9500008,194.69999467399998,0.242
2015-03-16,48,87,82,87,17399.1304785,15636.1304785,3136.30997663,0.202
2015-03-16,44,4,4,9,269.90999795,236.0199966,64.660000325,0.313
2015-03-16,43,95,83,95,28498.101045,25669.150634999998,1928.71000684,0.073
2015-03-16,41,14,14,43,771.5699958,690.55999946,212.610002039,0.301
2015-03-16,40,16,16,37,924.63000295,822.8900050899999,222.700002078,0.235
2015-03-16,37,20,20,62,2635.38002563,2328.38000878,657.21999527,0.267
2015-03-16,45,120,102,120,47997.60132,43331.661195199995,4748.870178634999,0.105
2015-03-23,35,9,9,19,639.8100070319999,589.620000742,-52.15000022,-0.02
2015-03-23,3,3,3,7,394.93001555999996,329.84000586,41.529996870000005,-0.28
2015-03-23,33,4,4,10,650.0,555.09999466,207.8100023,0.282
2015-03-23,36,18,17,63,1158.36997984,1004.52999303,294.440002445,0.302
2015-03-23,37,14,12,44,1967.56003359,1742.97000698,-55.280003020999985,0.031
2015-03-23,5,2,2,3,74.96999931,69.21999931,9.579999924,0.105
2015-03-23,6,4,4,11,494.89001078,451.70001222,118.19999598999999,0.23
2015-03-23,48,121,112,121,24198.7906655,21801.7906655,2211.12997065,0.104
2015-03-23,46,147,121,451,22540.97983522,20283.3197706,2799.1799786320003,0.13
2015-03-23,7,8,8,19,466.0,421.81000137,92.760002128,0.202
2015-03-23,9,84,75,228,22657.73993624,20158.73979518,3222.149960965,0.158
2015-03-23,11,2,2,5,174.95000456,151.86000061,17.759999752,0.11
2015-03-23,12,2,2,6,329.8200074,283.6399994,-406.5399933,-1.44
2015-03-23,13,8,8,25,852.7500037,798.4699878399999,150.360002514,0.279
2015-03-23,17,155,129,461,27655.3907667,24938.330341689998,3463.630002239,0.162
2015-03-23,18,136,115,136,17678.640747999998,15816.389876779998,2294.990014772,0.147
2015-03-23,24,151,128,488,24400.0,21988.0,3458.5399934380002,0.151
2015-03-23,26,6,6,23,1309.9600067000001,1168.8600006000001,260.66999824,0.193
2015-03-23,29,83,77,256,10217.4602038,9245.73003146,1003.1399739660001,0.116
2015-03-23,32,2,2,5,99.94999885,83.16000174999999,-99.08999851,-0.715
2015-03-23,45,112,97,112,44797.761232000004,40097.831086399994,6616.920013359,0.158
2015-03-23,44,1,1,4,119.9599991,101.9700012,8.970000267,0.09
2015-03-23,43,81,73,81,24298.380891,21802.4304963,2470.53998691,0.111
2015-03-23,41,8,8,25,459.74999235999996,414.38000010999997,13.709998372000003,0.088
2015-03-23,40,17,17,47,1174.52999098,1060.55999746,125.320003513,0.165
2015-03-30,26,13,13,31,1354.94001006,1220.00000956,273.479996691,0.308
2015-03-30,48,110,96,110,21998.900605,19738.900605,1751.880010145,0.089
2015-03-30,46,144,124,452,22590.959781060003,20362.539844400002,1735.359999876,0.084
2015-03-30,45,120,103,120,47997.60132,43211.661195199995,7446.0300053440005,0.168
2015-03-30,44,1,1,1,29.98999977,25.19000053,1.590000033,0.06
2015-03-30,41,10,10,33,599.66998852,516.2400026400001,-91.76000050600001,-0.049
2015-03-30,3,8,8,25,1224.7500304199998,1101.77002326,448.580007623,0.371
2015-03-30,5,4,4,9,224.90999598,197.79000088,-10.070000295,0.082
2015-03-30,6,6,6,23,1034.7700117600002,976.72999571,276.23999929,0.275
2015-03-30,7,4,4,8,188.0,156.19000244,7.060000420999999,0.17
2015-03-30,9,67,63,216,21457.859970179998,19387.909932900002,1938.8499912030002,0.086
2015-03-30,11,1,1,5,174.9499969,162.6999969,54.99000168,0.34
2015-03-30,12,5,5,15,824.55001842,762.4399872199999,179.619996507,0.082
2015-03-30,13,12,10,32,1030.68000022,957.52999106,3.229991439999992,-0.047
2015-03-30,17,180,149,566,33954.34092656,30419.63036754,4849.829970723,0.143
2015-03-30,18,188,166,188,24438.121034,22029.869841699998,2045.1000074489998,0.095
2015-03-30,24,159,142,470,23500.0,21075.0,1909.949996805,0.098
2015-03-30,29,68,64,218,8597.94015012,7841.59003585,594.269970469,0.07
2015-03-30,32,3,3,10,199.89999771,176.90999984,53.909999967000005,0.303
2015-03-30,35,7,7,24,539.759998201,485.53999223,-1.0899965759999972,0.111
2015-03-30,36,12,12,38,614.61999128,531.64000319,127.430000554,0.237
2015-03-30,37,9,9,27,1187.73002435,1055.38999364,294.279997353,0.292
2015-03-30,40,14,14,43,1074.5699823100001,974.1099908699999,165.350002278,0.158
2015-03-30,43,103,85,103,30897.941133,27900.9907077,1973.120003735,0.076
2015-04-06,37,13,13,40,1687.60001746,1467.3199997299998,569.8299932259999,0.322
2015-04-06,40,10,10,32,799.67999642,736.20000076,-63.669999348000005,-0.024
2015-04-06,18,159,136,159,20668.410874499998,18537.05985194,759.939989753,0.036
2015-04-06,24,177,135,514,25700.0,23085.0,1938.7799948240001,0.117
2015-04-06,29,73,67,241,9497.73011266,8527.69004378,649.599993191,0.063
2015-04-06,26,15,15,53,2469.8900146200003,2210.40000144,-362.94999638900003,-0.003
2015-04-06,17,160,140,464,27835.36075976,25090.71030083,3350.7100126729997,0.136
2015-04-06,45,123,109,123,49197.54135299999,44123.6112074,7222.859969323,0.163
2015-04-06,48,113,98,113,22598.8706215,20276.8706215,2217.2900135729997,0.116
2015-04-06,46,127,113,379,18942.41982984,16941.19985192,1945.159995811,0.097
2015-04-06,43,116,105,116,34797.681276,31104.750701999998,3585.6299818529997,0.122
2015-04-06,3,5,5,15,699.8500136600001,618.0599937100001,227.400003486,0.326
